ticker,company_name,NASDAQ_sector,cusip,13F_name,cusip8,cik
INZY,Inozyme Pharma Inc. Common Stock,Healthcare,,,nan,
VREX,Varex Imaging Corporation Common Stock,Healthcare,92214X106,VAREX IMAGING CORP,92214X10,1681622.0
SPPI,Spectrum Pharmaceuticals Inc.Common Stock,Healthcare,84763A108,SPECTRUM PHARMACEUTICALS INC,84763A10,1166904.0
OYST,Oyster Point Pharma Inc. Common Stock,Healthcare,69242L106,OYSTER PT PHARMA INC,69242L10,1720725.0
RLMD,Relmada Therapeutics Inc. Common Stock,Healthcare,75955J402,RELMADA THERAPEUTICS INC,75955J40,1553643.0
AXGN,Axogen Inc. Common Stock,Healthcare,05463X106,AXOGEN INC,05463X10,805928.0
ISEE,IVERIC bio Inc. Common Stock,Healthcare,46583P102,IVERIC BIO INC,46583P10,1410939.0
IVA,Inventiva S.A. American Depository Shares,Healthcare,,,nan,
RCEL,Avita Therapeutics Inc. Common Stock,Healthcare,05380C102,AVITA THERAPEUTICS INC,05380C10,
BKD,Brookdale Senior Living Inc. Common Stock,Healthcare,112463104,BROOKDALE SR LIVING INC,11246310,1332349.0
XBIT,XBiotech Inc. Common Stock,Healthcare,98400H102,XBIOTECH INC,98400H10,1626878.0
ODT,Odonate Therapeutics Inc. Common Stock,Healthcare,676079106,ODONATE THERAPEUTICS INC,67607910,1299969.0
ESTA,Establishment Labs Holdings Inc. Common Shares,Healthcare,G31249108,ESTABLISHMENT LABS HLDGS INC,G3124910,1688757.0
FUSN,Fusion Pharmaceuticals Inc. Common Shares,Healthcare,36118A100,FUSION PHARMACEUTICALS INC,36118A10,
BCEL,Atreca Inc. Class A Common Stock,Healthcare,04965G109,ATRECA INC,04965G10,1532346.0
ATRS,Antares Pharma Inc. Common Stock,Healthcare,036642106,ANTARES PHARMA INC,03664210,1016169.0
SIGA,SIGA Technologies Inc. Common Stock,Healthcare,826917106,SIGA TECHNOLOGIES INC,82691710,1010086.0
CLHLF,Coltene Hldg AG Registered Shares,Healthcare,,,nan,
ANIK,Anika Therapeutics Inc. Common Stock,Healthcare,035255108,ANIKA THERAPEUTICS INC,03525510,898437.0
FLDM,Fluidigm Corporation Common Stock,Healthcare,34385P108,FLUIDIGM CORP DEL,34385P10,1162194.0
MTEM,Molecular Templates Inc. Common Stock,Healthcare,608550109,MOLECULAR TEMPLATES INC,60855010,1183765.0
XENT,Intersect ENT Inc. Common Stock,Healthcare,46071F103,INTERSECT ENT INC,46071F10,1271214.0
FIXX,Homology Medicines Inc. Common Stock,Healthcare,438083107,HOMOLOGY MEDICINES INC,43808310,1661998.0
CVM,Cel-Sci Corporation Common Stock,Healthcare,,,nan,
CLVS,Clovis Oncology Inc. Common Stock,Healthcare,189464100,CLOVIS ONCOLOGY INC,18946410,93751.0
ASMB,Assembly Biosciences Inc. Common Stock,Healthcare,045396108,ASSEMBLY BIOSCIENCES INC,04539610,1426800.0
PBIGF,Paradigm Biopharmaceuticals Limited,Healthcare,,,nan,
MGTX,MeiraGTx Holdings plc Ordinary Shares,Healthcare,G59665102,MEIRAGTX HLDGS PLC,G5966510,1735438.0
APLT,Applied Therapeutics Inc. Common Stock,Healthcare,03828A101,APPLIED THERAPEUTICS INC,03828A10,1697532.0
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,Healthcare,22663K107,CRINETICS PHARMACEUTICALS IN,22663K10,1658247.0
ETNB,89bio Inc. Common Stock,Healthcare,282559103,89BIO INC,28255910,1785173.0
ZIOP,ZIOPHARM Oncology Inc Common Stock,Healthcare,98973P101,ZIOPHARM ONCOLOGY INC,98973P10,1019231.0
NLTX,Neoleukin Therapeutics Inc. Common Stock,Healthcare,64049K104,NEOLEUKIN THERAPEUTICS INC,64049K10,1404644.0
GTHX,G1 Therapeutics Inc. Common Stock,Healthcare,3621LQ109,G1 THERAPEUTICS INC,3621LQ10,1560241.0
GTS,Triple-S Management Corporation Class B Common Stock,Healthcare,896749108,TRIPLE-S MGMT CORP,89674910,1171662.0
QTNT,Quotient Limited Ordinary Shares,Healthcare,G73268107,QUOTIENT LTD,G7326810,1596946.0
EMIS,Emisphere Technologies Inc.,Healthcare,,,nan,
ZYXI,Zynex Inc. Common Stock,Healthcare,98986M103,ZYNEX INC,98986M10,846475.0
URGN,UroGen Pharma Ltd. Ordinary Shares,Healthcare,M96088105,UROGEN PHARMA LTD,M9608810,1668243.0
AMAG,AMAG Pharmaceuticals Inc. Common Stock,Healthcare,00163U106,AMAG PHARMACEUTICALS INC,00163U10,792977.0
AKBA,Akebia Therapeutics Inc. Common Stock,Healthcare,00972D105,AKEBIA THERAPEUTICS INC,00972D10,1517022.0
MNKD,MannKind Corporation Common Stock,Healthcare,56400P706,MANNKIND CORP,56400P70,899460.0
ARDX,Ardelyx Inc. Common Stock,Healthcare,039697107,ARDELYX INC,03969710,1437402.0
CDMO,Avid Bioservices Inc. Common Stock,Healthcare,05368M106,AVID BIOSERVICES INC,05368M10,704562.0
MIRM,Mirum Pharmaceuticals Inc. Common Stock,Healthcare,604749101,MIRUM PHARMACEUTICALS INC,60474910,1759425.0
DVAX,Dynavax Technologies Corporation Common Stock,Healthcare,268158201,DYNAVAX TECHNOLOGIES CORP,26815820,1029142.0
PBBIF,Probi AB,Healthcare,,,nan,
VRAY,ViewRay Inc. Common Stock,Healthcare,92672L107,VIEWRAY INC,92672L10,1597313.0
AERI,Aerie Pharmaceuticals Inc. Common Stock,Healthcare,00771V108,AERIE PHARMACEUTICALS INC,00771V10,1337553.0
PRTA,Prothena Corporation plc Ordinary Shares,Healthcare,G72800108,PROTHENA CORP PLC,G7280010,1559053.0
CRDF,Cardiff Oncology Inc. Common Stock,Healthcare,14147L108,CARDIFF ONCOLOGY INC,14147L10,
APTO,Aptose Biosciences Inc. Common Shares,Healthcare,03835T200,APTOSE BIOSCIENCES INC,03835T20,882361.0
TXMD,TherapeuticsMD Inc. Common Stock,Healthcare,88338N107,THERAPEUTICSMD INC,88338N10,25743.0
TCDA,Tricida Inc. Common Stock,Healthcare,89610F101,TRICIDA INC,89610F10,1595585.0
KALA,Kala Pharmaceuticals Inc. Common Stock,Healthcare,483119103,KALA PHARMACEUTICALS INC,48311910,1479419.0
ORTX,Orchard Therapeutics plc American Depositary Shares,Healthcare,68570P101,ORCHARD THERAPEUTICS PLC,68570P10,1748907.0
STRO,Sutro Biopharma Inc. Common Stock,Healthcare,869367102,SUTRO BIOPHARMA INC,86936710,1382101.0
MAYNF,Mayne Pharma Group Limited,Healthcare,,,nan,
CKDXF,Opthea Limited,Healthcare,,,nan,
CO,Global Cord Blood Corporation Common Stock,Healthcare,G39342103,GLOBAL CORD BLOOD CORPORATIO,G3934210,1467808.0
MRNS,Marinus Pharmaceuticals Inc. Common Stock,Healthcare,56854Q101,MARINUS PHARMACEUTICALS INC,56854Q10,1267813.0
SPHRF,Starpharma Holdings Ltd.,Healthcare,,,nan,
BYSI,BeyondSpring Inc. Ordinary Shares,Healthcare,G10830100,BEYONDSPRING INC,G1083010,1677940.0
TLSA,Tiziana Life Sciences plc American Depository Share,Healthcare,88875G101,TIZIANA LIFE SCIENCES PLC,88875G10,
SRRK,Scholar Rock Holding Corporation Common Stock,Healthcare,80706P103,SCHOLAR ROCK HLDG CORP,80706P10,1727196.0
ANGO,AngioDynamics Inc. Common Stock,Healthcare,03475V101,ANGIODYNAMICS INC,03475V10,1275187.0
CUE,Cue Biopharma Inc. Common Stock,Healthcare,22978P106,CUE BIOPHARMA INC,22978P10,1645460.0
RIGL,Rigel Pharmaceuticals Inc. Common Stock,Healthcare,766559603,RIGEL PHARMACEUTICALS INC,76655960,1034842.0
VYGR,Voyager Therapeutics Inc. Common Stock,Healthcare,92915B106,VOYAGER THERAPEUTICS INC,92915B10,1640266.0
AMYT,Amryt Pharma plc American Depositary Shares,Healthcare,,,nan,
TRVN,Trevena Inc. Common Stock,Healthcare,89532E109,TREVENA INC,89532E10,1429560.0
RUBY,Rubius Therapeutics Inc. Common Stock,Healthcare,78116T103,RUBIUS THERAPEUTICS INC,78116T10,1709401.0
VKTX,Viking Therapeutics Inc. Common Stock,Healthcare,92686J106,VIKING THERAPEUTICS INC,92686J10,93751.0
MLLCF,Molecular Partners AG,Healthcare,,,nan,
SPNE,SeaSpine Holdings Corporation Common Stock,Healthcare,81255T108,SEASPINE HLDGS CORP,81255T10,1637761.0
ARA,American Renal Associates Holdings Inc Common Stock,Healthcare,029227105,AMERICAN RENAL ASSOCS HLDGS,02922710,1524408.0
VMD,Viemed Healthcare Inc. Common Shares,Healthcare,92663R105,VIEMED HEALTHCARE INC,92663R10,1729149.0
SMLR,Semler Scientific Inc,Healthcare,,,nan,
WVE,Wave Life Sciences Ltd. Ordinary Shares,Healthcare,Y95308105,WAVE LIFE SCIENCES LTD,Y9530810,1631574.0
DRRX,DURECT Corporation Common Stock,Healthcare,266605104,DURECT CORP,26660510,1082038.0
FBRX,Forte Biosciences Inc. Common Stock,Healthcare,34962G109,FORTE BIOSCIENCES INC,34962G10,
HARP,Harpoon Therapeutics Inc. Common Stock,Healthcare,41358P106,HARPOON THERAPEUTICS INC,41358P10,1708493.0
CUTR,Cutera Inc. Common Stock,Healthcare,232109108,CUTERA INC,23210910,79677.0
AWH,Aspira Women's Health Inc. Common Stock,Healthcare,04537Y109,ASPIRA WOMENS HEALTH INC,04537Y10,
MRUS,Merus N.V. Common Shares,Healthcare,N5749R100,MERUS N V,N5749R10,1651311.0
PFGTF,Pacific Edge Limited,Healthcare,,,nan,
OSMT,Osmotica Pharmaceuticals plc Ordinary Shares,Healthcare,G6S41R101,OSMOTICA PHARMACEUTICALS PLC,G6S41R10,
PBYI,Puma Biotechnology Inc Common Stock,Healthcare,74587V107,PUMA BIOTECHNOLOGY INC,74587V10,1401667.0
KMDA,Kamada Ltd. Ordinary Shares,Healthcare,M6240T109,KAMADA LTD,M6240T10,1567529.0
XENE,Xenon Pharmaceuticals Inc. Common Shares,Healthcare,98420N105,XENON PHARMACEUTICALS INC,98420N10,1582313.0
CODX,Co-Diagnostics Inc. Common Stock,Healthcare,189763105,CO-DIAGNOSTICS INC,18976310,1692415.0
BCYC,Bicycle Therapeutics plc American Depositary Shares,Healthcare,088786108,BICYCLE THERAPEUTICS PLC,08878610,1761612.0
SURF,Surface Oncology Inc. Common Stock,Healthcare,86877M209,SURFACE ONCOLOGY INC,86877M20,1718108.0
IDYA,IDEAYA Biosciences Inc. Common Stock,Healthcare,45166A102,IDEAYA BIOSCIENCES INC,45166A10,1676725.0
OZYMF,Orphazyme A/S,Healthcare,,,nan,
IPHA,Innate Pharma S.A. ADS,Healthcare,45781K204,INNATE PHARMA S A,45781K20,
RDHL,Redhill Biopharma Ltd. American Depositary Shares,Healthcare,757468103,REDHILL BIOPHARMA LTD,75746810,1553846.0
DTIL,Precision BioSciences Inc. Common Stock,Healthcare,74019P108,PRECISION BIOSCIENCES INC,74019P10,1357874.0
PROG,Progenity Inc. Common Stock,Healthcare,74319F107,PROGENITY INC,74319F10,
PRVL,Prevail Therapeutics Inc. Common Stock,Healthcare,74140Y101,PREVAIL THERAPEUTICS INC,74140Y10,1714798.0
CTSO,Cytosorbents Corporation Common Stock,Healthcare,23283X206,CYTOSORBENTS CORP,23283X20,
AGLE,Aeglea BioTherapeutics Inc. Common Stock,Healthcare,00773J103,AEGLEA BIOTHERAPEUTICS INC,00773J10,59478.0
ACIU,AC Immune SA Common Stock,Healthcare,H00263105,AC IMMUNE SA,H0026310,1651625.0
CBMG,Cellular Biomedicine Group Inc. Common Stock,Healthcare,15117P102,CELLULAR BIOMEDICINE GROUP I,15117P10,1378624.0
ANIP,ANI Pharmaceuticals Inc.,Healthcare,00182C103,ANI PHARMACEUTICALS INC,00182C10,1023024.0
ITMMF,Itamar Medical Ltd,Healthcare,465437101,ITAMAR MED LTD,46543710,1613170.0
IMUX,Immunic Inc. Common Stock,Healthcare,4525EP101,IMMUNIC INC,4525EP10,1280776.0
TMDX,TransMedics Group Inc. Common Stock,Healthcare,89377M109,TRANSMEDICS GROUP INC,89377M10,1756262.0
IBIO,iBio Inc. Common Stock,Healthcare,451033203,IBIO INC,45103320,1420720.0
SPRO,Spero Therapeutics Inc. Common Stock,Healthcare,84833T103,SPERO THERAPEUTICS INC,84833T10,1701108.0
SYRS,Syros Pharmaceuticals Inc. Common Stock,Healthcare,87184Q107,SYROS PHARMACEUTICALS INC,87184Q10,1556263.0
BDSI,BioDelivery Sciences International Inc. Common Stock,Healthcare,09060J106,BIODELIVERY SCIENCES INTL IN,09060J10,1328003.0
NXTC,NextCure Inc. Common Stock,Healthcare,65343E108,NEXTCURE INC,65343E10,1661059.0
CNCE,Concert Pharmaceuticals Inc. Common Stock,Healthcare,206022105,CONCERT PHARMACEUTICALS INC,20602210,1367920.0
MGTA,Magenta Therapeutics Inc. Common Stock,Healthcare,55910K108,MAGENTA THERAPEUTICS INC,55910K10,1690585.0
OVID,Ovid Therapeutics Inc. Common Stock,Healthcare,690469101,OVID THERAPEUTICS INC,69046910,1636651.0
PAND,Pandion Therapeutics Inc. Common Stock,Healthcare,,,nan,
JNCE,Jounce Therapeutics Inc. Common Stock,Healthcare,481116101,JOUNCE THERAPEUTICS INC,48111610,1640455.0
TFFP,TFF Pharmaceuticals Inc. Common Stock,Healthcare,87241J104,TFF PHARMACEUTICALS INC,87241J10,1733413.0
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,Healthcare,14888U101,CATALYST PHARMACEUTICALS INC,14888U10,1369568.0
RCAR,RenovaCare Inc,Healthcare,,,nan,
VYNE,VYNE Therapeutics Inc. Common Stock,Healthcare,,,nan,
TLPPF,Telix Pharmaceuticals Limited,Healthcare,,,nan,
MEIP,MEI Pharma Inc. Common Stock,Healthcare,55279B202,MEI PHARMA INC,55279B20,1262104.0
BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,Healthcare,10501E201,BRAINSTORM CELL THERAPEUTICS,10501E20,1137883.0
ATHX,Athersys Inc. Common Stock,Healthcare,04744L106,ATHERSYS INC NEW,04744L10,1317875.0
VRNA,Verona Pharma plc American Depositary Share,Healthcare,925050106,VERONA PHARMA PLC,92505010,1657312.0
OXFD,Oxford Immunotec Global PLC Ordinary Shares,Healthcare,G6855A103,OXFORD IMMUNOTEC GLOBAL PLC,G6855A10,1586049.0
IPHYF,Innate Pharma - Class A,Healthcare,45781K204,INNATE PHARMA S A,45781K20,
AVXL,Anavex Life Sciences Corp. Common Stock,Healthcare,032797300,ANAVEX LIFE SCIENCES CORP,03279730,1314052.0
CTMX,CytomX Therapeutics Inc. Common Stock,Healthcare,23284F105,CYTOMX THERAPEUTICS INC,23284F10,1501989.0
PLSE,Pulse Biosciences Inc Common Stock (DE),Healthcare,74587B101,PULSE BIOSCIENCES INC,74587B10,1625101.0
AVDL,Avadel Pharmaceuticals plc American Depositary Shares,Healthcare,05337M104,AVADEL PHARMACEUTICALS PLC,05337M10,1012477.0
UTMD,Utah Medical Products Inc. Common Stock,Healthcare,917488108,UTAH MED PRODS INC,91748810,706698.0
GRTX,Galera Therapeutics Inc. Common Stock,Healthcare,36338D108,GALERA THERAPEUTICS INC,36338D10,1563577.0
FULC,Fulcrum Therapeutics Inc. Common Stock,Healthcare,359616109,FULCRUM THERAPEUTICS INC,35961610,1680581.0
IMRA,IMARA Inc. Common Stock,Healthcare,45249V107,IMARA INC,45249V10,
COOSF,Carbios,Healthcare,,,nan,
ITMR,Itamar Medical Ltd. American Depository Shares,Healthcare,465437101,ITAMAR MED LTD,46543710,1613170.0
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,Healthcare,28249U105,EIGER BIOPHARMACEUTICALS INC,28249U10,1454815.0
ALDX,Aldeyra Therapeutics Inc. Common Stock,Healthcare,01438T106,ALDEYRA THERAPEUTICS INC,01438T10,1341235.0
GMDTF,Golden Meditech Holdings Limited,Healthcare,,,nan,
CABA,Cabaletta Bio Inc. Common Stock,Healthcare,12674W109,CABALETTA BIO INC,12674W10,1759138.0
ARAY,Accuray Incorporated Common Stock,Healthcare,004397105,ACCURAY INC,00439710,1138723.0
SELB,Selecta Biosciences Inc. Common Stock,Healthcare,816212104,SELECTA BIOSCIENCES INC,81621210,1548606.0
LRMR,Larimar Therapeutics Inc. Common Stock,Healthcare,517125100,LARIMAR THERAPEUTICS INC,51712510,
QUTEF,Lumibird,Healthcare,,,nan,
AFMD,Affimed N.V.,Healthcare,N01045108,AFFIMED N V,N0104510,1608390.0
NCNA,NuCana plc American Depositary Share,Healthcare,67022C106,NUCANA PLC,67022C10,1709626.0
KRMD,Repro Med Systems Inc. Common Stock,Healthcare,759910102,REPRO MED SYS INC,75991010,704440.0
GMDA,Gamida Cell Ltd. Ordinary Shares,Healthcare,M47364100,GAMIDA CELL LTD,M4736410,1600847.0
LCI,Lannett Co Inc Common Stock,Healthcare,,,nan,
KALV,KalVista Pharmaceuticals Inc. Common Stock,Healthcare,483497103,KALVISTA PHARMACEUTICALS INC,48349710,1348911.0
INFU,InfuSystems Holdings Inc. Common Stock,Healthcare,,,nan,
RVP,Retractable Technologies Inc. Common Stock,Healthcare,76129W105,RETRACTABLE TECHNOLOGIES INC,76129W10,946563.0
IRMD,iRadimed Corporation Common Stock,Healthcare,46266A109,IRADIMED CORP,46266A10,1325618.0
STXS,Stereotaxis Inc. Common Stock,Healthcare,85916J409,STEREOTAXIS INC,85916J40,1289340.0
JYNT,The Joint Corp. Common Stock,Healthcare,,,nan,
CALA,Calithera Biosciences Inc. Common Stock,Healthcare,13089P101,CALITHERA BIOSCIENCES INC,13089P10,1496671.0
IVC,Invacare Corporation Common Stock,Healthcare,461203101,INVACARE CORP,46120310,742112.0
AGRX,Agile Therapeutics Inc. Common Stock,Healthcare,00847L100,AGILE THERAPEUTICS INC,00847L10,1260990.0
KZR,Kezar Life Sciences Inc. Common Stock,Healthcare,49372L100,KEZAR LIFE SCIENCES INC,49372L10,1645666.0
CTIC,CTI BioPharma Corp. (DE) Common Stock,Healthcare,12648L601,CTI BIOPHARMA CORP,12648L60,891293.0
BRRGF,BerGenBio ASA,Healthcare,,,nan,
UROV,Urovant Sciences Ltd. Common Stock,Healthcare,G9381B108,UROVANT SCIENCES LTD,G9381B10,1740547.0
PHCUF,Photocure ASA,Healthcare,,,nan,
CMPI,Checkmate Pharmaceuticals Inc. Common Stock,Healthcare,,,nan,
PSTI,Pluristem Therapeutics Inc. Common Stock,Healthcare,72940R300,PLURISTEM THERAPEUTICS INC,72940R30,
PDLI,PDL BioPharma Inc. Common Stock,Healthcare,69329Y104,PDL BIOPHARMA INC,69329Y10,882104.0
REDIF,Redhill Biopharma,Healthcare,757468103,REDHILL BIOPHARMA LTD,75746810,1553846.0
HOOK,HOOKIPA Pharma Inc. Common Stock,Healthcare,43906K100,HOOKIPA PHARMA INC,43906K10,1760542.0
KDNY,Chinook Therapeutics Inc. Common Stock,Healthcare,,,nan,
KLDO,Kaleido Biosciences Inc. Common Stock,Healthcare,483347100,KALEIDO BIOSCIENCES INC,48334710,1751299.0
VPAHF,Volpara Health Technologies Limited,Healthcare,,,nan,
ACET,Adicet Bio Inc. Common Stock ,Healthcare,,,nan,
SCPH,scPharmaceuticals Inc. Common Stock,Healthcare,810648105,SCPHARMACEUTICALS INC,81064810,1604950.0
IMSU,Kavtek Software Corp,Healthcare,,,nan,
XERS,Xeris Pharmaceuticals Inc. Common Stock,Healthcare,98422L107,XERIS PHARMACEUTICALS INC,98422L10,1346302.0
ABUS,Arbutus Biopharma Corporation Common Stock,Healthcare,03879J100,ARBUTUS BIOPHARMA CORP,03879J10,1447028.0
OASMY,Oasmia Pharmaceutical AB ADR,Healthcare,,,nan,
MNOV,Medicinova Inc Common Stock,Healthcare,58468P206,MEDICINOVA INC,58468P20,1226616.0
AIXN,AiXin Life International Inc,Healthcare,,,nan,
MTCR,Metacrine Inc. Common Stock,Healthcare,,,nan,
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Healthcare,64079L105,NEPTUNE WELLNESS SOLUTIONS I,64079L10,1401395.0
SAVA,Cassava Sciences Inc. Common Stock,Healthcare,14817C107,CASSAVA SCIENCES INC,14817C10,1069530.0
FBIO,Fortress Biotech Inc. Common Stock,Healthcare,34960Q109,FORTRESS BIOTECH INC,34960Q10,1429260.0
SIEN,Sientra Inc. Common Stock,Healthcare,82621J105,SIENTRA INC,82621J10,1551693.0
SMMT,Summit Therapeutics Inc. Common Stock ,Healthcare,86627R102,SUMMIT THERAPEUTICS PLC,86627R10,1599298.0
CHMA,Chiasma Inc. Common Stock,Healthcare,16706W102,CHIASMA INC,16706W10,1339469.0
CMICF,Cmic Holdings Co Ltd.,Healthcare,,,nan,
TELA,TELA Bio Inc. Common Stock,Healthcare,872381108,TELA BIO INC,87238110,1561921.0
DGTLF,OCI International Holdings Limited,Healthcare,,,nan,
IMV,IMV Inc. Common Shares,Healthcare,44974L103,IMV INC,44974L10,1734768.0
PRTK,Paratek Pharmaceuticals Inc. Common Stock,Healthcare,699374302,PARATEK PHARMACEUTICALS INC,69937430,1037643.0
EOSS,EOS Inc,Healthcare,,,nan,
EVLO,Evelo Biosciences Inc. Common Stock,Healthcare,299734103,EVELO BIOSCIENCES INC,29973410,1694665.0
XOMA,XOMA Corporation Common Stock,Healthcare,98419J206,XOMA CORP DEL,98419J20,791908.0
VRCA,Verrica Pharmaceuticals Inc. Common Stock,Healthcare,92511W108,VERRICA PHARMACEUTICALS INC,92511W10,1262104.0
MSON,MISONIX Inc. Common Stock (DE),Healthcare,604871103,MISONIX INC,60487110,880432.0
EVFM,Evofem Biosciences Inc. Common Stock,Healthcare,30048L104,EVOFEM BIOSCIENCES INC,30048L10,1659886.0
ACBM,Acro Biomedical Co Ltd,Healthcare,,,nan,
APYX,Apyx Medical Corporation Common Stock,Healthcare,03837C106,APYX MED CORP,03837C10,719135.0
DYAI,Dyadic International Inc. Common Stock,Healthcare,26745T101,DYADIC INTL INC DEL,26745T10,1213809.0
VSTM,Verastem Inc. Common Stock,Healthcare,92337C104,VERASTEM INC,92337C10,1526119.0
ORXOF,Orexo AB,Healthcare,,,nan,
NBSE,NeuBase Therapeutics Inc.  Common Stock,Healthcare,64132K102,NEUBASE THERAPEUTICS INC,64132K10,1173281.0
APT,Alpha Pro Tech Ltd. Common Stock,Healthcare,020772109,ALPHA PRO TECH LTD,02077210,88000.0
FPRX,Five Prime Therapeutics Inc. Common Stock,Healthcare,33830X104,FIVE PRIME THERAPEUTICS INC,33830X10,1175505.0
TLC,Taiwan Liposome Company Ltd. American Depository Shares,Healthcare,874038102,TAIWAN LIPOSOME CO LTD,87403810,1722890.0
UBX,Unity Biotechnology Inc. Common Stock,Healthcare,91381U101,UNITY BIOTECHNOLOGY INC,91381U10,1463361.0
CASI,CASI Pharmaceuticals Inc. Common Stock,Healthcare,14757U109,CASI PHARMACEUTICALS INC,14757U10,895051.0
TTOO,T2 Biosystems Inc. Common Stock,Healthcare,89853L104,T2 BIOSYSTEMS INC,89853L10,1492674.0
OPTN,OptiNose Inc. Common Stock,Healthcare,68404V100,OPTINOSE INC,68404V10,1719928.0
PRQR,ProQR Therapeutics N.V. Ordinary Shares,Healthcare,N71542109,PROQR THRAPEUTICS N V,N7154210,1612940.0
PYPD,PolyPid Ltd. Ordinary Shares,Healthcare,M8001Q118,POLYPID LTD,M8001Q11,
ADMA,ADMA Biologics Inc Common Stock,Healthcare,000899104,ADMA BIOLOGICS INC,00089910,1368514.0
ALPN,Alpine Immune Sciences Inc. Common Stock,Healthcare,02083G100,ALPINE IMMUNE SCIENCES INC,02083G10,1626199.0
EPIX,ESSA Pharma Inc. Common Stock,Healthcare,29668H708,ESSA PHARMA INC,29668H70,1633932.0
LCTX,Lineage Cell Therapeutics Inc. Common Stock,Healthcare,53566P109,LINEAGE CELL THERAPEUTICS IN,53566P10,
SOLY,Soliton Inc. Common Stock,Healthcare,834251100,SOLITON INC,83425110,1548187.0
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Healthcare,,,nan,
ELVAF,Evolva Holding SA,Healthcare,,,nan,
HTBX,Heat Biologics Inc. Common Stock,Healthcare,42237K300,HEAT BIOLOGICS INC,42237K30,1476963.0
SMTI,Sanara MedTech Inc,Healthcare,,,nan,
AQB,AquaBounty Technologies Inc. Common Stock,Healthcare,03842K200,AQUABOUNTY TECHNOLOGIES INC,03842K20,1603978.0
FENC,Fennec Pharmaceuticals Inc. Common Stock,Healthcare,31447P100,FENNEC PHARMACEUTICALS INC,31447P10,1211583.0
XGN,Exagen Inc. Common Stock,Healthcare,30068X103,EXAGEN INC,30068X10,1274737.0
ACRS,Aclaris Therapeutics Inc. Common Stock,Healthcare,00461U105,ACLARIS THERAPEUTICS INC,00461U10,1557746.0
NYMX,Nymox Pharmaceutical Corporation Common Stock (Bahamas),Healthcare,P73398102,NYMOX PHARMACEUTICAL CORP,P7339810,
SBEV,Splash Beverage Group Inc,Healthcare,,,nan,
BPSR,Organicell Regenerative Medicine Inc,Healthcare,,,nan,
ETON,Eton Pharmaceuticals Inc. Common Stock,Healthcare,29772L108,ETON PHARMACEUTICALS INC,29772L10,1710340.0
LOGC,LogicBio Therapeutics Inc. Common Stock,Healthcare,54142F102,LOGICBIO THERAPEUTICS INC,54142F10,1664106.0
OTIC,Otonomy Inc. Common Stock,Healthcare,68906L105,OTONOMY INC,68906L10,1493566.0
AQST,Aquestive Therapeutics Inc. Common Stock,Healthcare,03843E104,AQUESTIVE THERAPEUTICS INC,03843E10,1398733.0
CRMD,CorMedix Inc. Common Stock,Healthcare,21900C308,CORMEDIX INC,21900C30,1410098.0
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Healthcare,M4130Y106,ENLIVEX THERAPEUTICS LTD,M4130Y10,1596812.0
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,Healthcare,00809M104,AESTHETIC MED INTL HLDG GR L,00809M10,1757143.0
CERC,Cerecor Inc. Common Stock,Healthcare,15671L109,CERECOR INC,15671L10,1534120.0
MRNTF,Medicrea International,Healthcare,,,nan,
MREO,Mereo BioPharma Group plc American Depositary Shares,Healthcare,589492107,MEREO BIOPHARMA GROUP PLC,58949210,1719714.0
CMRX,Chimerix Inc. Common Stock,Healthcare,16934W106,CHIMERIX INC,16934W10,1434868.0
MBIO,Mustang Bio Inc. Common Stock,Healthcare,62818Q104,MUSTANG BIO INC,62818Q10,
NXSCF,Next Science Limited,Healthcare,,,nan,
SLDB,Solid Biosciences Inc. Common Stock,Healthcare,83422E105,SOLID BIOSCIENCES INC,83422E10,1707502.0
AXGT,Axovant Gene Therapies Ltd. Common Shares,Healthcare,G0750W203,AXOVANT GENE THERAPIES,G0750W20,1636050.0
GNFT,GENFIT S.A. American Depositary Shares,Healthcare,372279109,GENFIT S A,37227910,
VERU,Veru Inc. Common Stock,Healthcare,92536C103,VERU INC,92536C10,
MTNB,Matinas Biopharma Holdings Inc. Common Stock,Healthcare,576810105,MATINAS BIOPHARMA HLDGS INC,57681010,1582554.0
LFVN,Lifevantage Corporation Common Stock (Delaware),Healthcare,53222K205,LIFEVANTAGE CORP,53222K20,849146.0
HQDA,HQDA Elderly Life Network Corp,Healthcare,,,nan,
BFRA,Biofrontera AG American Depositary Shares,Healthcare,09075G105,BIOFRONTERA AG,09075G10,1712641.0
AYLA,Ayala Pharmaceuticals Inc. Common Stock,Healthcare,05465V108,AYALA PHARMACEUTICALS INC,05465V10,
DBVT,DBV Technologies S.A. American Depositary Shares,Healthcare,23306J101,DBV TECHNOLOGIES S A,23306J10,1613780.0
IUGNF,Imugene Ltd.,Healthcare,,,nan,
CXRXF,Advanz Pharma Corp Ltd (Limited Voting),Healthcare,,,nan,
